ma,bb_p,bb_m,pb,sl,buf,rr,ses,f1,f2,f3,mean,min,wr,pf,trd,robust
ribbon_ema55_ema100,14,1.500,3,candle,2.000,1.500,all,187.635,-36.340,-231.010,-26.572,-231.010,41.934,0.989,1740,False
ribbon_ema55_ema100,14,1.500,3,candle,2.000,1.500,hot8,40.895,13.395,-252.900,-66.203,-252.900,39.818,0.946,832,False
ribbon_ema55_ema100,14,1.500,3,candle,2.000,2.000,all,92.260,6.420,-206.420,-35.913,-206.420,35.629,0.988,1569,False
ribbon_ema55_ema100,14,1.500,3,candle,2.000,2.000,hot8,-156.420,40.290,-203.460,-106.530,-203.460,33.440,0.909,782,False
ribbon_ema55_ema100,14,1.500,3,candle,2.000,3.000,all,323.350,-6.750,-218.740,32.620,-218.740,30.267,1.024,1373,False
ribbon_ema55_ema100,14,1.500,3,candle,2.000,3.000,hot8,-157.830,14.410,-305.340,-149.587,-305.340,26.394,0.868,742,False
ribbon_ema55_ema100,14,1.500,3,candle,3.000,1.500,all,228.650,25.300,-270.760,-5.603,-270.760,42.013,1.011,1440,False
ribbon_ema55_ema100,14,1.500,3,candle,3.000,1.500,hot8,-1.190,3.160,-184.575,-60.868,-184.575,40.405,0.947,728,False
ribbon_ema55_ema100,14,1.500,3,candle,3.000,2.000,all,221.790,56.560,-94.890,61.153,-94.890,37.406,1.046,1308,False
ribbon_ema55_ema100,14,1.500,3,candle,3.000,2.000,hot8,-116.480,2.470,-270.490,-128.167,-270.490,34.007,0.886,696,False
ribbon_ema55_ema100,14,1.500,3,candle,3.000,3.000,all,311.800,-17.060,-285.790,2.983,-285.790,32.428,1.012,1161,False
ribbon_ema55_ema100,14,1.500,3,candle,3.000,3.000,hot8,-60.750,-15.900,-335.600,-137.417,-335.600,28.412,0.878,650,False
ribbon_ema55_ema100,14,1.500,3,pullback,2.000,1.500,all,429.360,-70.855,-152.040,68.822,-152.040,42.513,1.035,1450,False
ribbon_ema55_ema100,14,1.500,3,pullback,2.000,1.500,hot8,143.050,10.065,-76.285,25.610,-76.285,41.558,1.034,754,False
ribbon_ema55_ema100,14,1.500,3,pullback,2.000,2.000,all,174.780,-1.010,-100.000,24.590,-100.000,36.999,1.017,1336,False
ribbon_ema55_ema100,14,1.500,3,pullback,2.000,2.000,hot8,-106.990,43.370,-161.470,-75.030,-161.470,34.159,0.942,716,False
ribbon_ema55_ema100,14,1.500,3,pullback,2.000,3.000,all,330.100,-37.990,-178.750,37.787,-178.750,32.230,1.023,1188,False
ribbon_ema55_ema100,14,1.500,3,pullback,2.000,3.000,hot8,-38.820,36.830,-343.560,-115.183,-343.560,28.114,0.909,667,False
ribbon_ema55_ema100,14,1.500,3,pullback,3.000,1.500,all,385.965,-3.015,-222.260,53.563,-222.260,43.059,1.038,1255,False
ribbon_ema55_ema100,14,1.500,3,pullback,3.000,1.500,hot8,37.370,13.490,-14.685,12.058,-14.685,41.458,1.017,669,False
ribbon_ema55_ema100,14,1.500,3,pullback,3.000,2.000,all,296.390,-14.390,-269.400,4.200,-269.400,38.471,1.013,1145,False
ribbon_ema55_ema100,14,1.500,3,pullback,3.000,2.000,hot8,-40.360,-17.740,-218.470,-92.190,-218.470,35.043,0.915,636,False
ribbon_ema55_ema100,14,1.500,3,pullback,3.000,3.000,all,315.420,-59.960,-396.680,-47.073,-396.680,34.083,0.983,1041,False
ribbon_ema55_ema100,14,1.500,3,pullback,3.000,3.000,hot8,-14.020,-31.900,-232.140,-92.687,-232.140,30.463,0.911,600,False
ribbon_ema55_ema100,14,1.500,5,candle,2.000,1.500,all,193.815,-84.320,-288.400,-59.635,-288.400,41.268,0.970,1873,False
ribbon_ema55_ema100,14,1.500,5,candle,2.000,1.500,hot8,5.575,-32.670,-311.835,-112.977,-311.835,38.903,0.898,922,False
ribbon_ema55_ema100,14,1.500,5,candle,2.000,2.000,all,113.440,5.230,-189.630,-23.653,-189.630,35.642,0.994,1652,False
ribbon_ema55_ema100,14,1.500,5,candle,2.000,2.000,hot8,-191.960,9.780,-212.160,-131.447,-212.160,33.235,0.886,852,False
ribbon_ema55_ema100,14,1.500,5,candle,2.000,3.000,all,418.240,24.450,-237.500,68.397,-237.500,30.578,1.047,1431,False
ribbon_ema55_ema100,14,1.500,5,candle,2.000,3.000,hot8,-116.600,-6.480,-287.870,-136.983,-287.870,26.875,0.881,791,False
ribbon_ema55_ema100,14,1.500,5,candle,3.000,1.500,all,305.815,-19.115,-330.575,-14.625,-330.575,41.812,1.003,1529,False
ribbon_ema55_ema100,14,1.500,5,candle,3.000,1.500,hot8,-11.245,-42.710,-204.545,-86.167,-204.545,40.135,0.919,789,False
ribbon_ema55_ema100,14,1.500,5,candle,3.000,2.000,all,302.990,53.090,-121.470,78.203,-121.470,37.670,1.053,1372,False
ribbon_ema55_ema100,14,1.500,5,candle,3.000,2.000,hot8,-103.340,-11.300,-246.110,-120.250,-246.110,34.523,0.897,749,False
ribbon_ema55_ema100,14,1.500,5,candle,3.000,3.000,all,352.040,-20.520,-313.670,5.950,-313.670,32.264,1.015,1200,False
ribbon_ema55_ema100,14,1.500,5,candle,3.000,3.000,hot8,-46.090,-51.170,-321.160,-139.473,-321.160,28.465,0.872,683,False
ribbon_ema55_ema100,14,1.500,5,pullback,2.000,1.500,all,304.685,-98.175,-148.445,19.355,-148.445,42.409,1.005,1451,False
ribbon_ema55_ema100,14,1.500,5,pullback,2.000,1.500,hot8,147.585,4.815,-32.530,39.957,-32.530,41.746,1.041,784,False
ribbon_ema55_ema100,14,1.500,5,pullback,2.000,2.000,all,222.890,-4.060,-128.120,30.237,-128.120,36.911,1.020,1339,False
ribbon_ema55_ema100,14,1.500,5,pullback,2.000,2.000,hot8,-4.710,54.350,-207.570,-52.643,-207.570,34.823,0.971,734,False
ribbon_ema55_ema100,14,1.500,5,pullback,2.000,3.000,all,279.770,-10.970,-220.490,16.103,-220.490,32.286,1.015,1193,False
ribbon_ema55_ema100,14,1.500,5,pullback,2.000,3.000,hot8,-1.450,69.050,-341.420,-91.273,-341.420,28.960,0.941,671,False
ribbon_ema55_ema100,14,1.500,5,pullback,3.000,1.500,all,382.895,47.065,-215.095,71.622,-215.095,43.279,1.052,1255,False
ribbon_ema55_ema100,14,1.500,5,pullback,3.000,1.500,hot8,20.120,-17.705,29.285,10.567,-17.705,41.298,1.006,688,False
ribbon_ema55_ema100,14,1.500,5,pullback,3.000,2.000,all,341.330,20.250,-330.700,10.293,-330.700,38.233,1.023,1147,False
ribbon_ema55_ema100,14,1.500,5,pullback,3.000,2.000,hot8,60.680,-32.020,-204.950,-58.763,-204.950,35.617,0.947,650,False
ribbon_ema55_ema100,14,1.500,5,pullback,3.000,3.000,all,380.830,-25.300,-372.970,-5.813,-372.970,34.641,1.011,1041,False
ribbon_ema55_ema100,14,1.500,5,pullback,3.000,3.000,hot8,86.110,-39.860,-245.700,-66.483,-245.700,30.842,0.938,605,False
ribbon_ema55_ema100,14,2.000,3,candle,2.000,1.500,all,89.885,-100.195,-206.140,-72.150,-206.140,40.521,0.946,1318,False
ribbon_ema55_ema100,14,2.000,3,candle,2.000,1.500,hot8,-34.005,24.765,-223.735,-77.658,-223.735,39.358,0.908,613,False
ribbon_ema55_ema100,14,2.000,3,candle,2.000,2.000,all,-7.370,-24.100,-246.180,-92.550,-246.180,34.591,0.943,1231,False
ribbon_ema55_ema100,14,2.000,3,candle,2.000,2.000,hot8,-145.200,49.850,-267.400,-120.917,-267.400,32.887,0.866,585,False
ribbon_ema55_ema100,14,2.000,3,candle,2.000,3.000,all,209.500,-105.790,-274.710,-57.000,-274.710,28.950,0.957,1121,False
ribbon_ema55_ema100,14,2.000,3,candle,2.000,3.000,hot8,-186.880,10.550,-323.660,-166.663,-323.660,25.098,0.804,559,False
ribbon_ema55_ema100,14,2.000,3,candle,3.000,1.500,all,267.635,-68.860,-205.950,-2.392,-205.950,42.053,1.001,1147,False
ribbon_ema55_ema100,14,2.000,3,candle,3.000,1.500,hot8,10.110,-13.340,-161.170,-54.800,-161.170,40.721,0.931,546,False
ribbon_ema55_ema100,14,2.000,3,candle,3.000,2.000,all,209.590,-52.460,-201.080,-14.650,-201.080,36.425,0.993,1060,False
ribbon_ema55_ema100,14,2.000,3,candle,3.000,2.000,hot8,-68.820,2.420,-239.190,-101.863,-239.190,34.240,0.880,527,False
ribbon_ema55_ema100,14,2.000,3,candle,3.000,3.000,all,282.310,-96.420,-181.210,1.560,-181.210,31.966,0.996,973,False
ribbon_ema55_ema100,14,2.000,3,candle,3.000,3.000,hot8,-107.180,-8.730,-277.090,-131.000,-277.090,27.843,0.845,501,False
ribbon_ema55_ema100,14,2.000,3,pullback,2.000,1.500,all,268.225,-118.095,-173.340,-7.737,-173.340,42.109,0.990,1171,False
ribbon_ema55_ema100,14,2.000,3,pullback,2.000,1.500,hot8,69.150,30.075,-218.170,-39.648,-218.170,40.653,0.971,568,False
ribbon_ema55_ema100,14,2.000,3,pullback,2.000,2.000,all,132.670,-85.470,-83.880,-12.227,-85.470,36.544,0.985,1091,False
ribbon_ema55_ema100,14,2.000,3,pullback,2.000,2.000,hot8,-96.710,41.110,-226.610,-94.070,-226.610,33.461,0.902,547,False
ribbon_ema55_ema100,14,2.000,3,pullback,2.000,3.000,all,274.860,-151.940,-253.060,-43.380,-253.060,30.942,0.962,1001,False
ribbon_ema55_ema100,14,2.000,3,pullback,2.000,3.000,hot8,-46.530,17.560,-441.740,-156.903,-441.740,26.979,0.831,518,False
ribbon_ema55_ema100,14,2.000,3,pullback,3.000,1.500,all,301.315,-86.570,-178.580,12.055,-178.580,43.130,1.008,1039,False
ribbon_ema55_ema100,14,2.000,3,pullback,3.000,1.500,hot8,25.940,7.405,-115.675,-27.443,-115.675,41.245,0.973,512,False
ribbon_ema55_ema100,14,2.000,3,pullback,3.000,2.000,all,282.430,-102.670,-313.090,-44.443,-313.090,37.838,0.974,961,False
ribbon_ema55_ema100,14,2.000,3,pullback,3.000,2.000,hot8,-1.210,39.440,-301.180,-87.650,-301.180,35.456,0.919,492,False
ribbon_ema55_ema100,14,2.000,3,pullback,3.000,3.000,all,266.690,-67.690,-327.810,-42.937,-327.810,33.894,0.977,891,False
ribbon_ema55_ema100,14,2.000,3,pullback,3.000,3.000,hot8,-55.670,11.800,-332.860,-125.577,-332.860,30.163,0.866,472,False
ribbon_ema55_ema100,14,2.000,5,candle,2.000,1.500,all,141.095,-36.065,-262.915,-52.628,-262.915,40.778,0.972,1425,False
ribbon_ema55_ema100,14,2.000,5,candle,2.000,1.500,hot8,18.400,42.225,-226.635,-55.337,-226.635,40.095,0.952,684,False
ribbon_ema55_ema100,14,2.000,5,candle,2.000,2.000,all,68.910,34.870,-233.830,-43.350,-233.830,35.215,0.985,1302,False
ribbon_ema55_ema100,14,2.000,5,candle,2.000,2.000,hot8,-111.070,71.590,-226.280,-88.587,-226.280,33.925,0.921,650,False
ribbon_ema55_ema100,14,2.000,5,candle,2.000,3.000,all,274.710,-9.670,-245.980,6.353,-245.980,29.807,1.014,1178,False
ribbon_ema55_ema100,14,2.000,5,candle,2.000,3.000,hot8,-131.850,61.070,-285.530,-118.770,-285.530,26.380,0.886,608,False
ribbon_ema55_ema100,14,2.000,5,candle,3.000,1.500,all,307.190,-31.370,-221.185,18.212,-221.185,42.314,1.019,1219,False
ribbon_ema55_ema100,14,2.000,5,candle,3.000,1.500,hot8,45.395,-14.195,-142.985,-37.262,-142.985,41.275,0.959,604,False
ribbon_ema55_ema100,14,2.000,5,candle,3.000,2.000,all,267.590,27.340,-248.050,15.627,-248.050,36.994,1.026,1116,False
ribbon_ema55_ema100,14,2.000,5,candle,3.000,2.000,hot8,-25.320,22.260,-199.120,-67.393,-199.120,35.185,0.933,578,False
ribbon_ema55_ema100,14,2.000,5,candle,3.000,3.000,all,323.680,-53.440,-181.480,29.587,-181.480,32.477,1.022,1011,False
ribbon_ema55_ema100,14,2.000,5,candle,3.000,3.000,hot8,-66.530,9.700,-265.460,-107.430,-265.460,28.303,0.884,538,False
ribbon_ema55_ema100,14,2.000,5,pullback,2.000,1.500,all,241.910,-44.845,-115.985,27.027,-115.985,42.514,1.017,1206,False
ribbon_ema55_ema100,14,2.000,5,pullback,2.000,1.500,hot8,154.615,72.095,-54.330,57.460,-54.330,42.592,1.095,610,False
ribbon_ema55_ema100,14,2.000,5,pullback,2.000,2.000,all,239.270,32.690,-60.940,70.340,-60.940,37.597,1.054,1120,False
ribbon_ema55_ema100,14,2.000,5,pullback,2.000,2.000,hot8,34.470,114.780,-136.740,4.170,-136.740,35.361,1.040,585,False
ribbon_ema55_ema100,14,2.000,5,pullback,2.000,3.000,all,288.820,-60.360,-261.610,-11.050,-261.610,31.550,0.997,1037,False
ribbon_ema55_ema100,14,2.000,5,pullback,2.000,3.000,hot8,40.230,93.680,-361.330,-75.807,-361.330,28.670,0.951,542,False
ribbon_ema55_ema100,14,2.000,5,pullback,3.000,1.500,all,361.170,-44.705,-88.775,75.897,-88.775,43.495,1.049,1069,False
ribbon_ema55_ema100,14,2.000,5,pullback,3.000,1.500,hot8,83.495,33.180,23.955,46.877,23.955,42.070,1.065,547,True
ribbon_ema55_ema100,14,2.000,5,pullback,3.000,2.000,all,316.550,-62.780,-327.330,-24.520,-327.330,38.122,0.994,983,False
ribbon_ema55_ema100,14,2.000,5,pullback,3.000,2.000,hot8,88.220,21.360,-196.330,-28.917,-196.330,36.176,0.981,520,False
ribbon_ema55_ema100,14,2.000,5,pullback,3.000,3.000,all,319.280,-44.000,-321.420,-15.380,-321.420,34.601,1.000,908,False
ribbon_ema55_ema100,14,2.000,5,pullback,3.000,3.000,hot8,25.540,34.350,-272.180,-70.763,-272.180,30.782,0.938,494,False
ribbon_ema55_ema100,14,2.500,3,candle,2.000,1.500,all,19.605,-101.090,-47.610,-43.032,-101.090,41.176,0.938,778,False
ribbon_ema55_ema100,14,2.500,3,candle,2.000,1.500,hot8,-33.495,-32.375,-164.155,-76.675,-164.155,37.819,0.820,347,False
ribbon_ema55_ema100,14,2.500,3,candle,2.000,2.000,all,-59.060,-80.600,-126.690,-88.783,-126.690,34.159,0.898,757,False
ribbon_ema55_ema100,14,2.500,3,candle,2.000,2.000,hot8,-100.730,-3.440,-196.680,-100.283,-196.680,31.049,0.796,342,False
ribbon_ema55_ema100,14,2.500,3,candle,2.000,3.000,all,-62.840,-119.040,-123.480,-101.787,-123.480,27.910,0.880,718,False
ribbon_ema55_ema100,14,2.500,3,candle,2.000,3.000,hot8,-99.450,-9.590,-243.030,-117.357,-243.030,23.418,0.773,330,False
ribbon_ema55_ema100,14,2.500,3,candle,3.000,1.500,all,92.150,-30.460,-72.165,-3.492,-72.165,42.426,0.999,726,False
ribbon_ema55_ema100,14,2.500,3,candle,3.000,1.500,hot8,-16.145,25.405,-131.385,-40.708,-131.385,39.981,0.933,331,False
ribbon_ema55_ema100,14,2.500,3,candle,3.000,2.000,all,69.310,-24.440,-88.420,-14.517,-88.420,36.506,0.989,694,False
ribbon_ema55_ema100,14,2.500,3,candle,3.000,2.000,hot8,-26.100,32.500,-194.440,-62.680,-194.440,33.111,0.902,321,False
ribbon_ema55_ema100,14,2.500,3,candle,3.000,3.000,all,92.980,-86.860,-88.660,-27.513,-88.660,31.206,0.966,657,False
ribbon_ema55_ema100,14,2.500,3,candle,3.000,3.000,hot8,-42.100,51.440,-188.860,-59.840,-188.860,27.572,0.914,309,False
ribbon_ema55_ema100,14,2.500,3,pullback,2.000,1.500,all,107.015,-100.510,-9.555,-1.017,-100.510,42.963,0.992,732,False
ribbon_ema55_ema100,14,2.500,3,pullback,2.000,1.500,hot8,27.700,4.910,-182.280,-49.890,-182.280,38.885,0.920,340,False
ribbon_ema55_ema100,14,2.500,3,pullback,2.000,2.000,all,-2.060,-126.100,20.820,-35.780,-126.100,36.203,0.944,699,False
ribbon_ema55_ema100,14,2.500,3,pullback,2.000,2.000,hot8,-56.120,-15.510,-229.050,-100.227,-229.050,30.675,0.816,330,False
ribbon_ema55_ema100,14,2.500,3,pullback,2.000,3.000,all,67.610,-152.420,-93.060,-59.290,-152.420,30.831,0.925,672,False
ribbon_ema55_ema100,14,2.500,3,pullback,2.000,3.000,hot8,-24.000,-2.910,-295.410,-107.440,-295.410,25.969,0.817,320,False
ribbon_ema55_ema100,14,2.500,3,pullback,3.000,1.500,all,126.435,-88.800,13.450,17.028,-88.800,43.356,1.010,670,False
ribbon_ema55_ema100,14,2.500,3,pullback,3.000,1.500,hot8,-4.505,14.780,-129.480,-39.735,-129.480,39.097,0.939,318,False
ribbon_ema55_ema100,14,2.500,3,pullback,3.000,2.000,all,108.610,-123.190,-23.450,-12.677,-123.190,37.867,0.976,646,False
ribbon_ema55_ema100,14,2.500,3,pullback,3.000,2.000,hot8,3.440,-14.160,-190.320,-67.013,-190.320,32.994,0.885,310,False
ribbon_ema55_ema100,14,2.500,3,pullback,3.000,3.000,all,150.800,-119.750,-148.920,-39.290,-148.920,33.411,0.959,616,False
ribbon_ema55_ema100,14,2.500,3,pullback,3.000,3.000,hot8,-25.010,51.840,-224.740,-65.970,-224.740,29.075,0.918,300,False
ribbon_ema55_ema100,14,2.500,5,candle,2.000,1.500,all,46.445,-56.300,-95.330,-35.062,-95.330,41.230,0.961,875,False
ribbon_ema55_ema100,14,2.500,5,candle,2.000,1.500,hot8,-59.240,-6.875,-179.705,-81.940,-179.705,37.783,0.841,403,False
ribbon_ema55_ema100,14,2.500,5,candle,2.000,2.000,all,-28.410,-42.170,-160.520,-77.033,-160.520,34.427,0.926,829,False
ribbon_ema55_ema100,14,2.500,5,candle,2.000,2.000,hot8,-129.570,17.820,-210.800,-107.517,-210.800,30.851,0.814,387,False
ribbon_ema55_ema100,14,2.500,5,candle,2.000,3.000,all,32.110,-62.140,-151.980,-60.670,-151.980,28.793,0.939,768,False
ribbon_ema55_ema100,14,2.500,5,candle,2.000,3.000,hot8,-107.960,17.660,-264.220,-118.173,-264.220,23.910,0.806,370,False
ribbon_ema55_ema100,14,2.500,5,candle,3.000,1.500,all,133.335,-22.870,-113.190,-0.908,-113.190,42.332,1.007,790,False
ribbon_ema55_ema100,14,2.500,5,candle,3.000,1.500,hot8,-23.025,38.045,-150.245,-45.075,-150.245,40.006,0.938,371,False
ribbon_ema55_ema100,14,2.500,5,candle,3.000,2.000,all,122.640,5.360,-104.910,7.697,-104.910,36.779,1.018,744,False
ribbon_ema55_ema100,14,2.500,5,candle,3.000,2.000,hot8,-56.500,55.610,-210.230,-70.373,-210.230,33.050,0.906,355,False
ribbon_ema55_ema100,14,2.500,5,candle,3.000,3.000,all,128.410,-49.340,-142.290,-21.073,-142.290,31.493,0.984,694,False
ribbon_ema55_ema100,14,2.500,5,candle,3.000,3.000,hot8,-67.090,70.670,-161.250,-52.557,-161.250,28.166,0.939,338,False
ribbon_ema55_ema100,14,2.500,5,pullback,2.000,1.500,all,187.745,-52.790,-29.900,35.018,-52.790,43.183,1.039,782,False
ribbon_ema55_ema100,14,2.500,5,pullback,2.000,1.500,hot8,17.620,58.410,-85.830,-3.267,-85.830,40.645,1.025,374,False
ribbon_ema55_ema100,14,2.500,5,pullback,2.000,2.000,all,82.690,-72.550,-28.570,-6.143,-72.550,36.655,0.988,738,False
ribbon_ema55_ema100,14,2.500,5,pullback,2.000,2.000,hot8,-85.540,63.540,-174.080,-65.360,-174.080,32.406,0.916,358,False
ribbon_ema55_ema100,14,2.500,5,pullback,2.000,3.000,all,133.130,-103.730,-72.250,-14.283,-103.730,31.507,0.977,706,False
ribbon_ema55_ema100,14,2.500,5,pullback,2.000,3.000,hot8,-32.810,52.230,-231.810,-70.797,-231.810,28.076,0.909,345,False
ribbon_ema55_ema100,14,2.500,5,pullback,3.000,1.500,all,197.400,-53.565,39.765,61.200,-53.565,43.610,1.057,712,False
ribbon_ema55_ema100,14,2.500,5,pullback,3.000,1.500,hot8,15.280,68.035,-19.580,21.245,-19.580,41.358,1.066,351,False
ribbon_ema55_ema100,14,2.500,5,pullback,3.000,2.000,all,172.150,-77.030,-53.240,13.960,-77.030,38.408,1.011,674,False
ribbon_ema55_ema100,14,2.500,5,pullback,3.000,2.000,hot8,1.310,44.040,-147.250,-33.967,-147.250,34.839,0.966,336,False
ribbon_ema55_ema100,14,2.500,5,pullback,3.000,3.000,all,168.700,-74.920,-132.470,-12.897,-132.470,34.066,0.990,640,False
ribbon_ema55_ema100,14,2.500,5,pullback,3.000,3.000,hot8,-11.670,115.630,-160.810,-18.950,-160.810,31.577,1.027,323,False
ribbon_ema55_ema100,20,1.500,3,candle,2.000,1.500,all,117.420,13.500,-81.935,16.328,-81.935,41.382,1.015,1417,False
ribbon_ema55_ema100,20,1.500,3,candle,2.000,1.500,hot8,52.335,65.325,-116.965,0.232,-116.965,41.389,1.026,676,False
ribbon_ema55_ema100,20,1.500,3,candle,2.000,2.000,all,-3.920,60.990,-65.330,-2.753,-65.330,35.398,1.010,1292,False
ribbon_ema55_ema100,20,1.500,3,candle,2.000,2.000,hot8,-108.140,96.670,-68.780,-26.750,-108.140,35.334,0.999,639,False
ribbon_ema55_ema100,20,1.500,3,candle,2.000,3.000,all,230.750,34.850,-40.940,74.887,-40.940,30.386,1.057,1165,False
ribbon_ema55_ema100,20,1.500,3,candle,2.000,3.000,hot8,-175.280,95.500,-137.670,-72.483,-175.280,27.079,0.946,602,False
ribbon_ema55_ema100,20,1.500,3,candle,3.000,1.500,all,210.575,46.890,-40.750,72.238,-40.750,42.673,1.058,1177,False
ribbon_ema55_ema100,20,1.500,3,candle,3.000,1.500,hot8,-19.275,21.375,7.060,3.053,-19.275,41.952,1.009,587,False
ribbon_ema55_ema100,20,1.500,3,candle,3.000,2.000,all,156.280,83.920,38.960,93.053,38.960,37.737,1.075,1080,True
ribbon_ema55_ema100,20,1.500,3,candle,3.000,2.000,hot8,-133.170,69.230,-11.910,-25.283,-133.170,35.624,0.987,563,False
ribbon_ema55_ema100,20,1.500,3,candle,3.000,3.000,all,162.720,-10.060,-32.830,39.943,-32.830,32.044,1.027,997,False
ribbon_ema55_ema100,20,1.500,3,candle,3.000,3.000,hot8,-153.570,62.940,-126.140,-72.257,-153.570,28.219,0.934,527,False
ribbon_ema55_ema100,20,1.500,3,pullback,2.000,1.500,all,246.290,-42.265,48.855,84.293,-42.265,42.851,1.047,1219,False
ribbon_ema55_ema100,20,1.500,3,pullback,2.000,1.500,hot8,103.185,81.775,79.155,88.038,79.155,43.335,1.136,617,True
ribbon_ema55_ema100,20,1.500,3,pullback,2.000,2.000,all,124.920,-14.610,61.370,57.227,-14.610,37.068,1.033,1128,False
ribbon_ema55_ema100,20,1.500,3,pullback,2.000,2.000,hot8,-76.060,110.310,3.610,12.620,-76.060,35.756,1.048,591,False
ribbon_ema55_ema100,20,1.500,3,pullback,2.000,3.000,all,247.830,-63.160,15.770,66.813,-63.160,32.003,1.035,1033,False
ribbon_ema55_ema100,20,1.500,3,pullback,2.000,3.000,hot8,-134.470,78.790,-141.730,-65.803,-141.730,27.856,0.949,550,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,1.500,all,225.945,-5.295,71.680,97.443,-5.295,43.417,1.063,1045,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,1.500,hot8,-41.290,32.065,146.395,45.723,-41.290,42.206,1.065,540,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,2.000,all,195.440,16.450,-33.530,59.453,-33.530,39.058,1.045,973,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,2.000,hot8,-65.390,91.980,17.640,14.743,-65.390,36.880,1.045,522,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,3.000,all,125.780,-27.320,-168.790,-23.443,-168.790,33.632,0.986,903,False
ribbon_ema55_ema100,20,1.500,3,pullback,3.000,3.000,hot8,-126.390,54.770,-119.550,-63.723,-126.390,29.708,0.945,490,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,1.500,all,70.685,-1.745,-80.755,-3.938,-80.755,41.133,0.999,1543,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,1.500,hot8,4.680,41.545,-185.225,-46.333,-185.225,40.346,0.963,751,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,2.000,all,-39.760,61.930,-39.260,-5.697,-39.760,35.341,1.007,1371,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,2.000,hot8,-131.140,81.380,-125.410,-58.390,-131.140,34.804,0.961,701,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,3.000,all,297.500,70.800,-62.780,101.840,-62.780,30.466,1.079,1214,False
ribbon_ema55_ema100,20,1.500,5,candle,2.000,3.000,hot8,-129.880,73.480,-180.970,-79.123,-180.970,27.395,0.937,647,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,1.500,all,183.740,9.120,-12.980,59.960,-12.980,42.270,1.039,1267,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,1.500,hot8,-36.165,-7.965,-46.225,-30.118,-46.225,41.321,0.964,647,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,2.000,all,189.760,49.910,30.870,90.180,30.870,37.494,1.064,1139,True
ribbon_ema55_ema100,20,1.500,5,candle,3.000,2.000,hot8,-118.220,48.150,-74.100,-48.057,-118.220,35.287,0.960,609,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,3.000,all,175.250,12.220,-25.490,53.993,-25.490,32.044,1.039,1027,False
ribbon_ema55_ema100,20,1.500,5,candle,3.000,3.000,hot8,-92.430,29.210,-155.000,-72.740,-155.000,28.470,0.930,565,False
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,1.500,all,120.875,-34.565,69.625,51.978,-34.565,42.720,1.025,1237,False
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,1.500,hot8,99.675,83.380,123.880,102.312,83.380,43.444,1.139,648,True
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,2.000,all,175.660,-35.060,25.120,55.240,-35.060,37.112,1.030,1136,False
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,2.000,hot8,16.650,118.160,13.460,49.423,13.460,37.040,1.089,614,True
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,3.000,all,246.760,-43.640,-54.260,49.620,-54.260,31.757,1.029,1046,False
ribbon_ema55_ema100,20,1.500,5,pullback,2.000,3.000,hot8,-59.350,71.320,-121.190,-36.407,-121.190,29.713,0.982,563,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,1.500,all,158.075,-36.570,184.960,102.155,-36.570,42.869,1.055,1066,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,1.500,hot8,-7.105,2.020,198.905,64.607,-7.105,42.397,1.074,573,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,2.000,all,244.720,-1.540,-75.510,55.890,-75.510,38.441,1.039,988,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,2.000,hot8,12.000,44.380,56.860,37.747,12.000,37.576,1.053,544,True
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,3.000,all,247.390,14.720,-120.620,47.163,-120.620,33.750,1.040,915,False
ribbon_ema55_ema100,20,1.500,5,pullback,3.000,3.000,hot8,10.650,22.740,-49.650,-5.420,-49.650,31.459,1.002,510,False
ribbon_ema55_ema100,20,2.000,3,candle,2.000,1.500,all,134.355,10.630,-140.255,1.577,-140.255,41.297,1.009,1045,False
ribbon_ema55_ema100,20,2.000,3,candle,2.000,1.500,hot8,20.755,62.675,-123.510,-13.360,-123.510,41.258,1.007,478,False
ribbon_ema55_ema100,20,2.000,3,candle,2.000,2.000,all,30.740,59.260,-101.270,-3.757,-101.270,35.278,1.013,998,False
